Timestamp,Transaction_Amount,User_Account_Age,Vendor_Account_Age,Transaction_Frequency,Session_Length,Weekend_Transaction,Holiday_Transaction,Peak_Hour,Fraud_Flag,Hour,DayOfWeek,Transaction_Amount_Per_Session,Currency_GBP,Currency_INR,Currency_USD,Payment_Method_Credit_Card,Payment_Method_Crypto,Payment_Method_PayPal,Location_DE,Location_FR,Location_IN,Location_UK,Location_US,Device_Type_Mobile,Device_Type_Tablet
2024-05-08 07:39:00,12669.910366987846,519,608,39,228.63061711839487,0,0,0,0,7,2,55.17517884148431,False,False,True,True,False,False,False,False,False,True,False,False,False
2024-08-29 06:49:00,9255.17930600781,452,941,12,241.71019024131908,1,0,1,0,6,3,38.13263586834025,False,False,True,False,False,False,False,False,False,False,True,False,True
2024-10-19 23:49:00,11125.487961356419,307,76,10,116.39632525924769,0,1,1,0,23,5,94.76862190352102,False,False,True,True,False,False,False,False,True,False,False,False,False
2024-06-28 17:15:00,5704.274057905586,648,33,2,205.0930807304183,1,1,1,0,17,4,27.678144446620735,False,True,False,False,True,False,False,False,False,False,True,False,True
2024-12-03 15:52:00,494.56277785756987,184,594,2,33.2322421278224,0,1,1,0,15,1,14.447279731514046,False,False,False,False,False,True,False,False,False,True,False,False,False
2024-12-13 08:26:00,12504.138888820402,973,69,6,119.69165339309886,0,1,1,0,8,4,103.604006882678,False,False,False,False,False,True,True,False,False,False,False,False,True
2024-04-18 20:10:00,5058.845497162362,314,851,20,290.2258873683751,0,0,1,0,20,3,17.370864736222327,True,False,False,False,True,False,True,False,False,False,False,True,False
2024-09-24 03:21:00,13382.384664264808,341,415,38,51.390665520167495,1,0,0,1,3,1,255.43452314254975,True,False,False,False,True,False,False,False,False,False,False,True,False
2024-04-13 19:43:00,14942.699906943217,227,731,28,116.32768010548877,0,1,0,0,19,5,127.35869228393764,False,False,False,False,False,False,False,True,False,False,False,False,True
2024-11-10 03:26:00,18319.395644614586,837,448,42,237.36593145771772,0,0,1,1,3,6,76.8540853660715,False,True,False,False,True,False,False,False,False,False,False,True,False
2024-02-15 15:25:00,19162.874681637462,756,362,3,199.96155321822758,1,0,0,1,15,3,95.35592442813262,False,False,False,False,True,False,False,False,False,True,False,False,True
2024-03-31 06:21:00,220.41566573093183,264,870,48,189.82406187074517,0,1,0,1,6,6,1.1550727071318216,False,False,True,False,True,False,False,False,False,False,False,False,True
2024-02-28 18:54:00,19807.580444999203,450,370,37,256.1239803433843,1,1,0,1,18,2,77.03513464028734,False,False,False,False,False,True,True,False,False,False,False,True,False
2024-08-09 13:10:00,13663.536186698277,251,399,37,9.699059064085567,0,1,1,0,13,4,1277.078302386779,False,True,False,False,True,False,False,True,False,False,False,True,False
2024-08-16 10:27:00,12874.047965880043,408,814,42,231.57814608641567,1,0,1,1,10,4,55.35364428047604,False,False,False,True,False,False,True,False,False,False,False,False,False
2024-07-08 22:58:00,314.1097729551546,170,120,25,264.88216272552967,1,1,0,0,22,0,1.1813871593913967,False,False,False,True,False,False,False,False,False,False,False,False,True
2024-08-18 00:36:00,17226.055903615885,566,48,23,5.836168771362851,0,0,0,0,0,6,2519.840641702255,False,False,False,False,False,True,False,False,False,False,True,False,False
2024-12-05 22:12:00,2918.374030484049,912,68,13,168.12992238108436,1,1,0,0,22,3,17.25522006631301,False,False,True,False,False,False,True,False,False,False,False,False,True
2024-06-27 08:40:00,16748.22977712149,132,339,24,105.22795707797854,0,1,0,0,8,3,157.66310713127197,True,False,False,False,False,False,False,False,False,False,False,False,True
2024-11-24 15:34:00,321.09529971173293,827,85,3,16.178049935249273,1,1,0,0,15,6,18.69218572085106,False,True,False,False,False,True,False,False,False,False,False,False,False
2024-08-30 16:17:00,12922.825607358234,606,894,38,125.90668767612487,0,0,1,0,16,4,101.82935071426833,False,False,True,True,False,False,False,False,False,True,False,True,False
2024-07-07 03:36:00,8701.682660058857,46,936,28,193.5650122103939,0,0,1,0,3,6,44.72377927152312,False,False,False,False,False,True,False,False,False,True,False,False,False
2024-06-15 14:51:00,4023.326913896109,350,377,26,275.78507584522833,1,0,0,0,14,5,14.535924314596565,False,False,False,False,True,False,True,False,False,False,False,True,False
2024-06-15 09:49:00,2160.152221490978,99,385,20,186.53861546232534,0,1,1,0,9,5,11.518439635302368,True,False,False,False,False,True,False,False,True,False,False,True,False
2024-05-22 09:21:00,8808.152653961066,746,276,27,257.1661813852401,1,1,1,0,9,2,34.11815059082966,True,False,False,False,False,False,False,False,False,False,False,False,True
2024-10-16 15:53:00,2474.883048375281,781,768,1,37.349880495694954,0,1,0,0,15,2,64.53430926996249,True,False,False,True,False,False,False,False,False,False,True,False,False
2024-02-17 07:48:00,9734.06776770404,37,918,10,63.94582908941713,1,1,1,0,7,5,149.87979835167272,False,False,True,False,False,False,False,False,True,False,False,False,False
2024-06-23 23:55:00,12508.089002470517,438,950,10,291.1175664001558,1,1,1,1,23,6,42.81868138438608,False,True,False,False,False,False,False,False,False,False,False,True,False
2024-06-27 03:08:00,16549.41003021109,945,205,1,266.33280638667674,0,1,1,0,3,3,61.905645827372254,True,False,False,True,False,False,False,False,True,False,False,True,False
2024-03-14 23:30:00,13576.202249285505,75,745,32,71.33285895298762,1,1,1,1,23,3,187.690662940743,False,False,False,False,True,False,False,False,False,False,False,False,True
2024-11-15 16:17:00,1313.3433364559478,58,65,32,186.67119065747627,1,0,0,0,16,4,6.998108403611964,False,True,False,True,False,False,False,False,False,False,False,False,True
2024-11-15 06:53:00,6155.576325631266,19,911,43,109.42719480003122,0,0,1,0,6,4,55.743300703945124,False,False,False,True,False,False,False,False,True,False,False,True,False
2024-05-24 15:01:00,5766.692372570683,402,829,27,141.11095410992178,1,0,1,0,15,4,40.57880272980356,False,False,False,False,False,True,False,False,False,True,False,False,True
2024-08-24 20:57:00,18301.498145186975,188,79,13,258.40256657859476,0,1,1,0,20,5,70.55249447442117,False,True,False,True,False,False,False,False,False,False,False,True,False
2024-08-06 20:19:00,17356.963067411343,913,526,17,220.97807042977684,0,0,1,0,20,1,78.1922422958544,False,False,True,False,False,True,True,False,False,False,False,False,False
2024-04-29 07:49:00,7409.256887824835,139,325,28,72.29432595430852,0,0,0,0,7,0,101.08909238682057,False,True,False,False,False,False,False,False,True,False,False,False,True
2024-07-07 18:36:00,1432.393565092796,143,378,25,95.48192933436785,0,1,0,0,18,6,14.846236751015745,True,False,False,True,False,False,False,True,False,False,False,False,False
2024-10-31 20:14:00,17883.20528291662,968,817,36,87.62342748588034,1,1,0,1,20,3,201.78868940456866,False,True,False,False,True,False,False,False,False,True,False,True,False
2024-05-20 11:23:00,17764.917159754103,108,902,47,234.41817072388258,1,0,1,1,11,0,75.46111290020272,True,False,False,False,False,True,False,False,False,False,True,False,True
2024-05-16 15:29:00,17096.375179294195,221,681,2,147.53643791991254,1,0,0,1,15,3,115.09886340826465,True,False,False,False,False,True,False,False,False,False,False,True,False
2024-06-03 23:25:00,16903.181938332677,145,671,32,285.2665678002914,1,0,0,1,23,0,59.04699968361262,False,True,False,False,True,False,False,True,False,False,False,False,False
2024-12-04 19:19:00,9610.277481712232,858,628,32,245.18946599148623,1,0,0,0,19,2,39.03610352704764,False,True,False,False,False,True,False,False,False,False,False,False,True
2024-09-02 12:11:00,3556.8587284694686,510,346,6,64.14713482551983,0,0,0,0,12,0,54.597316336253584,True,False,False,False,False,True,False,True,False,False,False,False,False
2024-07-01 18:00:00,9554.986128743929,376,704,31,235.99689581101035,1,1,1,0,18,0,40.31692523248663,False,False,False,False,True,False,True,False,False,False,False,False,False
2024-06-02 09:24:00,9897.009435682603,5,857,9,152.31772481696413,0,0,0,0,9,6,64.55228478962877,False,True,False,False,False,False,False,False,False,True,False,True,False
2024-01-17 03:27:00,9803.735747364766,957,435,43,76.85932772803079,0,0,0,1,3,2,125.91600818350298,False,False,True,True,False,False,False,False,False,False,False,False,False
2024-01-17 21:00:00,10780.063996441171,388,955,16,109.63619110254912,1,0,0,1,21,2,97.43704920615974,True,False,False,True,False,False,False,True,False,False,False,False,False
2024-11-20 12:01:00,5160.563889593191,568,695,25,291.6657089062575,0,1,0,0,12,2,17.632963933079527,False,False,False,True,False,False,False,False,False,True,False,False,False
2024-08-30 07:51:00,7331.161210860964,767,885,40,145.70447133265333,1,0,1,0,7,4,49.97230925727894,False,True,False,True,False,False,False,False,False,False,False,True,False
2024-07-09 12:09:00,8689.389973349756,984,378,28,216.16214903358824,0,1,0,0,12,1,40.013372551428276,False,True,False,True,False,False,False,True,False,False,False,False,False
2024-10-27 05:15:00,2631.112978234832,971,945,17,143.64850325366885,1,1,0,0,5,6,18.189700681663272,False,False,False,True,False,False,False,False,False,False,True,True,False
2024-12-24 17:48:00,9112.729049884394,734,743,31,112.09562487998966,1,0,1,0,17,1,80.57543392641651,False,False,True,False,False,True,False,True,False,False,False,False,True
2024-06-13 07:04:00,16211.287645221164,872,680,23,239.1295854595482,1,0,1,1,7,3,67.51058023190603,True,False,False,True,False,False,True,False,False,False,False,False,True
2024-09-18 17:36:00,16562.910259230197,560,15,31,254.64898118074382,1,1,0,1,17,2,64.78770297746745,False,True,False,False,False,True,False,False,False,False,True,True,False
2024-02-04 00:24:00,8237.159800301597,816,454,26,22.49486053409523,0,1,0,0,0,6,350.5941134806061,False,False,True,False,True,False,False,False,False,False,True,False,True
2024-07-29 08:38:00,10380.978158566228,163,193,4,84.41429915036821,0,1,0,0,8,0,121.536771498774,True,False,False,False,False,False,False,True,False,False,False,False,False
2024-07-02 19:52:00,682.6701393797822,748,233,39,152.8534432416333,0,1,1,0,19,1,4.437145669256294,False,False,True,False,False,True,False,False,True,False,False,False,False
2024-03-24 10:31:00,13491.906803807253,760,263,43,95.63282648588552,1,0,0,1,10,6,139.62032669900142,True,False,False,False,False,False,False,False,False,False,True,True,False
2024-11-12 12:48:00,8098.071600107793,365,446,43,235.29131848326526,0,1,1,0,12,1,34.271557889171106,True,False,False,False,True,False,True,False,False,False,False,False,False
2024-04-02 21:27:00,8915.098884836083,417,54,43,35.30527486391173,0,0,1,0,21,1,245.559327625361,False,False,True,True,False,False,True,False,False,False,False,False,True
2024-04-04 16:10:00,17474.717816323497,509,692,15,239.5416875996854,0,1,1,0,16,3,72.64735684986668,True,False,False,False,False,False,False,True,False,False,False,False,True
2024-11-29 20:34:00,9242.070346866562,612,947,37,185.74803874126724,1,1,0,0,20,4,49.48951758294566,False,True,False,False,False,False,False,False,False,False,False,True,False
2024-07-28 11:28:00,433.6330020947767,21,4,38,87.52094784270741,0,1,0,1,11,6,4.8986484291299925,False,True,False,False,True,False,False,True,False,False,False,False,True
2024-01-10 17:06:00,4557.5429084725565,614,257,23,103.99195184391255,0,0,1,0,17,2,43.4084977794115,False,False,True,False,True,False,False,False,False,False,True,False,True
2024-03-30 19:12:00,9517.656080022098,517,361,5,55.68684737286723,1,0,0,0,19,5,167.89884287298818,False,False,True,False,True,False,False,False,False,True,False,False,True
2024-01-09 19:06:00,8493.681892043229,960,834,41,76.5194466891432,0,1,0,1,19,1,109.56840192762614,True,False,False,False,False,True,False,False,True,False,False,True,False
2024-07-27 21:24:00,17208.799044236806,197,240,43,215.46339182576642,1,0,1,1,21,5,79.49981241210682,True,False,False,False,False,True,False,True,False,False,False,True,False
2024-04-03 11:53:00,10847.328811030271,661,482,25,113.3893580218167,0,0,1,0,11,2,94.8281291076171,False,False,True,False,False,False,False,False,True,False,False,False,False
2024-07-19 16:38:00,13795.818480883268,345,675,30,206.55775746742762,0,0,1,0,16,4,66.46737105476903,False,False,False,False,True,False,False,False,True,False,False,False,True
2024-07-16 18:46:00,9391.772707898966,330,461,26,154.71815478942267,0,1,0,0,18,1,60.312638051738034,False,False,True,False,False,False,True,False,False,False,False,False,True
2024-01-22 04:55:00,8798.718123842707,378,849,3,44.44402714353379,1,0,1,0,4,0,193.61660215658668,False,False,False,True,False,False,True,False,False,False,False,True,False
2024-09-17 21:53:00,8931.270502802283,211,138,4,150.22212369210794,1,1,0,1,21,1,59.06060756683046,False,False,False,False,True,False,False,False,False,False,False,False,True
2024-08-31 22:39:00,8224.322178179838,160,451,47,227.18448390694724,0,0,1,0,22,5,36.04242513497844,False,False,True,False,False,True,False,False,False,False,True,False,False
2024-12-05 23:30:00,10776.281883225525,658,324,18,90.00497591257299,1,1,0,1,23,3,118.41420510432447,False,False,True,False,True,False,True,False,False,False,False,False,True
2024-11-13 01:11:00,5016.363601054538,570,473,37,194.7764177413915,1,0,0,0,1,2,25.622920568915728,False,False,True,False,False,False,False,False,True,False,False,True,False
2024-07-08 15:49:00,17822.193324898,354,741,11,60.5107637079708,1,1,1,1,15,0,289.74105100549303,False,False,False,False,False,True,True,False,False,False,False,False,True
2024-01-18 00:58:00,6668.380106396519,240,614,11,41.57398841710855,1,0,0,0,0,3,156.63038287756004,False,True,False,True,False,False,False,True,False,False,False,False,False
2024-05-20 01:04:00,2959.0014452051632,79,477,36,108.70761305656305,1,0,1,0,1,0,26.97170563431693,False,True,False,True,False,False,False,False,False,False,True,False,False
2024-12-07 03:14:00,1940.044067168925,152,193,16,117.37187451620142,0,0,0,0,3,5,16.38940056578553,False,False,True,False,False,False,True,False,False,False,False,True,False
2024-04-06 15:42:00,278.3240732513509,517,307,43,228.5418794797636,0,0,1,0,15,5,1.2125197976166608,False,False,True,False,True,False,False,True,False,False,False,False,False
2024-11-24 03:25:00,8462.893010551561,383,542,25,138.56354662907975,1,1,1,0,3,6,60.63827707849476,True,False,False,True,False,False,False,False,False,False,True,False,True
2024-04-19 22:58:00,3760.3436610230397,693,807,1,25.2892337039151,1,1,0,0,22,4,143.03740091378296,True,False,False,False,False,False,False,False,False,False,False,False,False
2024-05-07 19:44:00,442.7415727190858,352,759,26,190.56585000826323,1,0,1,0,19,1,2.3111717077964995,True,False,False,False,False,True,True,False,False,False,False,False,False
2024-05-28 15:00:00,10405.19073032758,201,906,45,141.30672469994812,1,0,0,1,15,1,73.11805364269883,False,False,True,False,False,True,False,False,False,False,True,True,False
2024-03-23 18:16:00,13602.771187528722,951,221,30,100.16131696902953,0,1,0,0,18,5,134.4661338453433,False,True,False,False,False,False,False,True,False,False,False,False,False
2024-05-31 11:26:00,1724.163507712976,133,172,6,240.86342377468486,0,1,1,0,11,4,7.128665760223308,False,True,False,False,True,False,False,True,False,False,False,True,False
2024-06-01 01:29:00,9223.806250663996,965,160,27,47.16105227804775,0,0,1,0,1,5,191.520031526975,False,False,True,False,True,False,False,False,False,False,True,False,True
2024-03-26 00:09:00,14875.137285228926,634,172,19,274.050490849411,1,0,1,1,0,1,54.08147878337364,False,False,True,False,True,False,False,True,False,False,False,False,False
2024-06-25 02:58:00,19716.27835195842,169,63,38,100.88438560481622,0,1,1,1,2,1,193.51619224983975,False,False,False,False,True,False,False,False,False,True,False,False,True
2024-02-04 17:35:00,13347.134989404793,866,573,45,138.82149200794566,1,0,1,1,17,6,95.4583933966769,False,False,False,False,False,False,False,False,False,False,False,False,True
2024-03-25 18:56:00,4904.342620682316,391,65,43,278.84066567249727,0,0,0,1,18,0,17.525482255756064,False,True,False,False,False,False,True,False,False,False,False,False,False
2024-05-08 17:00:00,14333.9072591822,858,169,19,228.61070968957458,1,0,1,1,17,2,62.42699775877671,True,False,False,False,False,True,False,False,False,True,False,False,False
2024-03-17 20:47:00,11962.609242128401,385,81,39,23.21642770764106,0,1,0,0,20,6,493.9873620729706,False,True,False,False,False,True,True,False,False,False,False,True,False
2024-10-12 15:57:00,4243.867778745139,820,759,44,173.9107607678558,1,0,1,0,15,5,24.26304568177863,False,False,False,False,True,False,False,False,True,False,False,False,False
2024-03-14 12:38:00,17023.70540869262,98,268,32,93.7984986302853,0,1,0,0,12,3,179.57779558392764,False,True,False,True,False,False,False,False,True,False,False,True,False
2024-05-17 16:46:00,8553.814500279741,794,380,48,153.0379867023753,0,1,1,0,16,4,55.530552452668736,False,False,False,True,False,False,False,False,False,False,True,False,False
2024-04-24 12:19:00,19239.933318135176,377,770,1,223.14774344861425,1,0,1,1,12,2,85.83594473056081,False,False,False,False,False,True,False,False,False,True,False,False,False
2024-08-13 12:47:00,14460.79113888108,992,73,25,149.35570126167636,0,1,1,0,12,1,96.17720523755717,True,False,False,False,False,True,False,False,False,False,True,False,False
2024-09-20 21:09:00,12894.817461090124,959,332,47,22.235541206568495,1,1,0,1,21,4,554.9609258701005,True,False,False,False,False,False,False,False,False,False,True,False,False
2024-10-15 13:15:00,14569.773221156473,780,188,13,159.46417506429543,0,1,1,0,13,1,90.79767004266589,False,False,False,False,False,True,False,False,False,False,True,False,False
2024-01-31 06:25:00,9567.159406176248,838,25,10,8.214770301482968,0,0,1,0,6,2,1038.241767636527,False,False,True,False,False,True,False,False,True,False,False,True,False
2024-09-14 21:29:00,10109.477291255462,340,228,18,105.17439785062244,1,0,0,1,21,5,95.21577231338351,True,False,False,False,True,False,False,True,False,False,False,False,False
2024-02-14 11:24:00,17025.63563504043,531,118,36,143.93112635410608,1,1,0,1,11,2,117.47397583485402,False,False,False,True,False,False,False,False,False,False,True,True,False
2024-11-03 03:36:00,13621.761447503623,976,445,22,193.75739544961164,1,1,0,1,3,6,69.94220381750739,False,False,True,True,False,False,False,True,False,False,False,True,False
2024-03-17 01:56:00,17945.89407058092,132,108,6,152.3558294988824,1,0,0,1,1,6,117.021270917593,False,False,True,False,False,False,False,True,False,False,False,False,False
2024-05-19 01:15:00,17817.626803949628,608,242,27,46.432096353603484,1,0,1,1,1,6,375.6449361023445,False,True,False,True,False,False,False,False,False,False,True,False,False
2024-01-19 00:19:00,19530.035780544542,210,611,8,279.7330516243515,1,0,1,1,0,4,69.56799588627581,False,True,False,False,True,False,False,False,False,False,True,False,False
2024-04-16 04:26:00,14007.29103031823,5,534,24,195.43960215259145,0,0,1,0,4,1,71.30584096498815,True,False,False,False,True,False,False,False,False,False,True,True,False
2024-07-19 04:09:00,10051.011336058224,377,481,20,95.77336775234735,1,0,1,1,4,4,103.86133674483416,False,False,True,False,False,False,False,False,False,True,False,False,True
2024-02-22 14:46:00,3334.5708871795564,640,503,22,289.8159688441814,0,0,0,0,14,3,11.466257855208125,True,False,False,False,False,True,True,False,False,False,False,False,True
2024-10-10 23:23:00,14110.557387351872,54,498,9,264.8907051235879,0,0,0,0,23,3,53.06901337823442,False,False,False,False,False,True,False,False,False,True,False,True,False
2024-10-15 07:52:00,5838.638558031015,498,56,40,43.90353651477101,0,0,1,1,7,1,130.02625207728116,True,False,False,False,True,False,False,False,False,False,False,False,False
2024-09-25 22:21:00,5666.121885066252,198,149,39,196.9732994368625,1,1,0,0,22,2,28.620636728203277,False,False,True,False,False,False,False,True,False,False,False,False,False
2024-11-11 16:29:00,4773.372651196881,441,311,19,168.46076617387803,0,1,1,0,16,0,28.168010560621937,False,True,False,False,True,False,False,False,False,True,False,True,False
2024-04-05 17:28:00,17503.68992645549,718,552,1,58.64986794297207,1,0,1,1,17,4,293.4405478179733,True,False,False,True,False,False,False,True,False,False,False,False,False
2024-03-29 20:28:00,17360.609289176344,180,947,11,70.80906700621966,1,1,1,1,20,4,241.7606858430938,False,True,False,True,False,False,False,True,False,False,False,True,False
2024-10-06 15:30:00,12623.099192952463,241,662,41,169.56835829173997,0,0,0,1,15,6,74.0061012451203,True,False,False,False,True,False,False,True,False,False,False,False,False
2024-12-12 13:26:00,9464.88981760101,786,924,42,97.06519701585914,0,0,0,1,13,3,96.51629839758894,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-11-09 09:09:00,13445.568057374992,320,121,10,250.6145978974514,1,1,0,1,9,5,53.4371541624739,False,False,True,True,False,False,False,False,True,False,False,True,False
2024-01-16 05:59:00,12148.51671146483,501,772,1,30.22403135657597,0,1,1,0,5,1,389.07585547585865,True,False,False,False,False,False,True,False,False,False,False,False,True
2024-06-07 17:36:00,8320.527623984513,650,26,27,274.29520118743164,1,1,0,0,17,4,30.224019845226344,False,False,False,False,False,True,False,False,False,False,True,False,True
2024-04-25 03:58:00,7598.821041037831,23,983,17,252.32521217141863,0,1,1,0,3,3,29.996307812804297,False,False,False,True,False,False,False,False,False,False,False,False,True
2024-08-21 02:34:00,7662.058219825551,632,112,44,221.84842145101027,0,0,1,0,2,2,34.38237601117553,False,False,False,False,True,False,False,False,True,False,False,False,False
2024-02-12 10:07:00,11786.776729089204,627,511,44,79.50760802961393,1,1,0,1,10,0,146.40574993550365,False,True,False,False,False,True,True,False,False,False,False,False,True
2024-03-23 06:11:00,12956.91042885531,594,881,17,214.77239895659355,0,0,0,0,6,5,60.04897054262173,False,True,False,False,False,True,False,False,False,False,False,False,True
2024-11-06 20:00:00,9040.317652773685,708,956,39,132.19216410597105,1,0,0,0,20,2,67.87424555682556,False,False,False,True,False,False,False,False,True,False,False,False,True
2024-11-01 09:52:00,19374.14208975873,180,23,43,190.4936112715207,0,0,0,1,9,4,101.17383008818994,False,False,False,False,False,False,False,False,False,False,True,False,True
2024-01-28 07:53:00,1686.075902909576,864,681,2,94.453770743803,0,1,0,0,7,6,17.66379567586688,True,False,False,True,False,False,False,False,True,False,False,False,True
2024-05-14 01:55:00,6947.470048816002,175,826,48,250.9214982886006,0,1,0,1,1,1,27.577916517696316,True,False,False,True,False,False,False,False,True,False,False,False,True
2024-05-28 19:23:00,8387.302915677565,198,264,23,13.132253696344542,1,1,1,0,19,1,593.4865801232418,False,False,True,True,False,False,False,False,False,False,True,True,False
2024-08-06 15:57:00,348.2576558642129,538,116,41,207.74646426207912,0,1,0,1,15,1,1.6683284054429726,True,False,False,True,False,False,False,True,False,False,False,False,True
2024-02-15 08:38:00,7305.494181487821,454,480,10,248.76074087461103,0,1,1,0,8,3,29.249970014924983,False,False,True,True,False,False,False,True,False,False,False,False,False
2024-12-01 04:50:00,5481.461244285122,99,307,42,194.28200643400587,0,1,1,1,4,6,28.069463973566567,False,False,True,False,True,False,False,False,False,False,False,True,False
2024-10-16 12:00:00,10125.66504184734,745,231,30,58.405542856664425,0,1,1,0,12,2,170.44983607470544,False,False,True,True,False,False,False,False,True,False,False,False,False
2024-03-05 18:24:00,6734.846838193552,427,701,35,86.20925315429865,0,0,0,0,18,1,77.22628728717169,False,True,False,False,False,False,False,False,False,False,True,False,True
2024-06-05 10:41:00,14526.38087757976,453,492,25,154.9566830563224,0,0,1,0,10,2,93.1436895995902,True,False,False,False,False,True,False,False,False,False,False,False,True
2024-09-30 15:50:00,10203.550583198894,191,769,17,99.5052717124007,1,0,1,1,15,0,101.5225411498484,False,False,False,False,True,False,False,False,False,False,True,False,True
2024-09-01 14:28:00,2603.947047590325,974,120,46,2.470010090452293,1,1,1,0,14,6,750.4148344568409,False,False,True,False,False,False,False,False,False,True,False,False,False
2024-10-26 21:19:00,15003.725869645501,578,286,19,13.162755620919752,0,0,1,0,21,5,1059.3789987792738,False,False,False,True,False,False,False,False,False,False,False,False,True
2024-07-06 04:16:00,1993.5856326927053,758,988,18,230.56276087199257,1,0,0,0,4,5,8.60926698742703,False,False,True,False,False,False,False,False,False,True,False,False,True
2024-08-08 17:04:00,16782.592869906355,499,785,18,26.028447322727914,0,0,0,0,17,3,620.9233060825534,True,False,False,False,False,True,False,True,False,False,False,False,True
2024-06-27 18:26:00,18629.129659783524,616,407,46,278.4785348358313,0,0,1,0,18,3,66.65674582388404,False,False,True,False,False,False,False,False,True,False,False,False,True
2024-05-03 11:09:00,6455.681350795229,191,358,35,133.37819732300292,1,1,0,0,11,4,48.041136727543694,True,False,False,True,False,False,False,False,True,False,False,False,True
2024-12-22 08:33:00,18523.59123892599,141,890,10,227.69780487094576,0,0,1,0,8,6,80.99592931982386,False,False,False,False,False,True,False,False,True,False,False,False,True
2024-03-28 06:17:00,15862.233100859541,691,152,23,38.52587422451352,1,1,1,1,6,3,401.3126442380357,True,False,False,True,False,False,False,False,False,False,False,True,False
2024-06-12 07:27:00,18449.48786396536,773,598,45,278.0257186030344,0,1,1,0,7,2,66.12110151112329,False,False,False,True,False,False,True,False,False,False,False,False,True
